,Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
3845,38399,38399,a989,b3168,Kids Shapes & Colors Preschool,Educational,Intellijoy Educational Games for Kids,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667,0
1044,9312,9312,a1731,b966,Angry Birds Star Wars HD,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds Star Wars,Action,Rovio Entertainment Ltd,4.13737,0
366,5057,5057,a2455,b426,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Solitaire 2.0 -Play the Classic Card Game for Free,Games,Parconia Games,4.35526,0
1992,17765,17765,a415,b1638,Truck Driver 3D: Offroad,Racing,Rooster Games,3.8,Quarry Driver Parking Game - Real Mining Monster Truck Car Driving Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.30739,0
3723,36858,36858,a1977,b3022,RollerCoaster Tycoon Touch,Simulation,"Atari, Inc.",4.1,RollerCoaster Tycoon 4 Mobile,Strategy,Atari,4.15698,0
1140,9550,9550,a1659,b1027,Robot Unicorn Attack 2,Arcade,[adult swim] games,4.3,Robot Unicorn Attack 2,Arcade,[adult swim],4.28,1
1336,10378,10378,a1895,b1146,MEGA MOTO RACING 3D,Racing,Foose Games,3.9,Auto Police Fast Speed 3D Car Chase - Free Racing Game,Games,Sixfeed Games,3.77027,0
259,3842,3842,a2643,b324,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,Soda Coin Party: Free Casino Pusher,Entertainment,Mindstorm Studios,4.44604,0
2605,24447,24447,a3627,b2002,Kids Learn Shapes FREE,Educational,Intellijoy Educational Games for Kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
2523,23593,23593,a3648,b1963,Popping Wrap Game Free,Simulation,DPoisn LLC,2.8,Free Yatzy Classic Dice Rolling Game like Yahtzee,Card,Boy Howdy Technology LLC,4.4516,0
3435,35233,35233,a94,b2742,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Final Kick: The best penalty free kick game,Games,Ivanovich Games,12714 Ratings,0
2717,25974,25974,a1052,b2063,Kids Preschool Puzzles (Lite),Educational,Intellijoy Educational Games for Kids,4.3,Dino Puzzle: Kids Dinosaurs Puzzles Learning Games,Tiltan Games (2013) LTD,Tiltan Games (2013) LTD,4.46154,0
4004,41559,41559,a2624,b3399,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Emoji Quiz - Emoji Keyboard Puzzle Free Word Games,Mediaflex Games,Mediaflex Games,4.30251,0
2501,22988,22988,a3591,b1946,Coloring games for kids animal,Casual,2bros - games for kids,4.3,`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games,Top Crazy Games LLC,Top Crazy Games LLC,3.46429,0
2189,19101,19101,a1409,b1761,Trial Xtreme 2 Racing Sport 3D,Racing,Deemedya INC,4.1,Trial Xtreme 4,Racing,Deemedya INC,4.38739,0
264,3867,3867,a1195,b334,Word Streak:Words With Friends,Word,Zynga,4.5,Matching With Friends Free,Puzzle,Zynga Inc.,4.12,0
2616,24901,24901,a3625,b2023,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
385,5204,5204,a2716,b434,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Galaxy: Free Fun Vegas Casino Slot Machines,Casino,Tap Slots Inc.,4.68586,0
2891,28542,28542,a1129,b2164,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Kids Shave Salon Spa Games (Boys &amp; Girls),Games,Fancy Quiz Games,3.93123,0
3632,36275,36275,a2455,b2925,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Castle Crush: Epic Strategy Game For Free,Strategy,Fun Games For Free,4.81066,0
2438,22138,22138,a982,b1888,Monki Hide & Seek \ud83d\ude48 For Kids,Education,Lingokids - English and Chinese Learning For Kids,4,Kids Learning Puzzles: Farm Animals - Tangrams for K12,Books,Swipea Kids Apps,48 Ratings,0
3750,36976,36976,a1532,b3045,Boggle With Friends,Word,Zynga,4.4,Chess With Friends Free,Strategy,Zynga Inc.,4.1898,0
701,7709,7709,a660,b640,MORTAL KOMBAT X,Action,Warner Bros. International Enterprises,4.4,MORTAL KOMBAT X,Action,Warner Bros.,4.27932,1
2,3,3,a510,b1,Candy Crush Saga,Casual,King,4.4,Candy Crush Saga,Entertainment,King,4.70807,1
272,4189,4189,a401,b346,PewDiePie's Tuber Simulator,Casual,Outerminds Inc.,4.8,PewDiePie's Tuber Simulator,Board,Outerminds Inc.,4.83784,1
2630,25096,25096,a419,b2039,Monster Truck Racing 3D,Racing,i6 Games,3.7,Ninja Run Multiplayer 3D Racing: Free Racing Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,4.44761,0
277,4344,4344,a602,b367,Card Wars - Adventure Time,Card,Cartoon Network,4.3,Card Wars Kingdom - Adventure Time,Action,Cartoon Network,4.27273,0
1490,13517,13517,a2355,b1284,Hoppy Frog,Casual,Turbo Chilli,4.2,Hoppy Frog 2 - City Escape,Music,Turbo Chilli Pty Ltd,4.6675,0
4219,43469,43469,a2015,b3615,World of Dragons: Simulator,Simulation,Gluten Free Games,4.1,World of Warriors,Action,Fracture Games Limited,4.58747,0
2346,19986,19986,a1126,b1824,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Car Games of Real Asphalt - Racing and Driving Simulator for Boys &amp; Kids (8+) Free,Racing,"Mega Rock, LLC",3.65,0
1284,10150,10150,a1695,b1110,Smash Hit,Arcade,Mediocre,4.4,Smash Hit,Entertainment,Mediocre AB,4.57493,1
3023,30739,30739,a406,b2286,Reversi Free - King of Games,Casual,Cross Field Inc.,4.3,Brain Games - free puzzle pop mind games,Puzzle,Falcon Mobile Inc.,4.10344,0
3530,35835,35835,a1947,b2782,Motorbike Driving Simulator 3D,Racing,Pudlus Games,3.8,Roof Jumping Stunt Driving Parking Simulator - Real Car Racing Test Sim Run Race Games,Play With Games Ltd,Play With Games Ltd,4.38771,0
2905,29194,29194,a1098,b2202,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Candy Maker Food Games-iMake Lollipops for Kids,Educational,Cubic Frog Apps,4.23076,0
1621,15448,15448,a1586,b1415,Dots: A Game About Connecting,Casual,"Playdots, Inc.",4.1,Dots &amp; Co: A New Puzzle Adventure,Entertainment,"Playdots, Inc.",4.75894,0
2651,25260,25260,a2645,b2045,Slots - Pharaoh's Fire,Casino,Cervo Media,4.4,Slots Pharaoh's Way - The best free casino slots!,Entertainment,CERVO MEDIA GMBH,4.28571,0
3352,34632,34632,a420,b2669,3D Monster Truck Parking Game,Racing,Play With Games,3.9,Navy Boat Parking Simulator Game - Real Army Sailing Driving Test Run Park Sim Games,Play With Games Ltd,Play With Games Ltd,4.18621,0
3184,33295,33295,a2545,b2479,Crime City (Action RPG),Action,"Funzio Games, Inc",4.2,Crime City,Entertainment,"Funzio, Inc",51400 Ratings,0
3480,35413,35413,a419,b2752,Monster Truck Racing 3D,Racing,i6 Games,3.7,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
2720,25988,25988,a1135,b2063,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Dino Puzzle: Kids Dinosaurs Puzzles Learning Games,Tiltan Games (2013) LTD,Tiltan Games (2013) LTD,4.46154,0
1094,9460,9460,a1985,b991,Flight Simulator: Airplane 3D,Simulation,i6 Games,3.8,Flight Pilot Simulator 3D: Flying Game For Free,Simulation,Fun Games For Free,4.5734,0
2572,24050,24050,a2809,b1986,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
1965,17298,17298,a3637,b1624,Fast Car Parking,Simulation,Defne Games,4.2,Airport Trucks Car Parking Simulator - Real Driving Test Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.36928,0
2728,26164,26164,a1586,b2067,Dots: A Game About Connecting,Casual,"Playdots, Inc.",4.1,Quizzitive A Merriam-Webster Word Game,Educational,"Merriam-Webster, Inc.",4.55622,0
4146,42805,42805,a1609,b3553,Angry Birds Friends,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
3785,37088,37088,a2293,b3063,Bloons TD 4,Casual,ninja kiwi,3.8,Bloons TD Battles,Strategy,Ninja Kiwi,4.66406,0
964,8939,8939,a1296,b891,The Sims\u2122 FreePlay,Simulation,ELECTRONIC ARTS,4.3,The Sims FreePlay,Simulation,Electronic Arts,4.22563,0
3188,33320,33320,a413,b2485,RC Truck Racing Simulator 3D,Racing,i6 Games,3.7,Block Craft 3D: Building Simulator Game For Free,Adventure,Fun Games For Free,4.76736,0
179,2832,2832,a2684,b256,Casino Slots,Casino,Mouse Games,4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
2263,19342,19342,a1609,b1800,Angry Birds Friends,Arcade,Rovio Entertainment Ltd.,4.2,Angry Birds Go!,Arcade,Rovio Entertainment Ltd,3.55211,0
384,5203,5203,a2712,b434,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Galaxy: Free Fun Vegas Casino Slot Machines,Casino,Tap Slots Inc.,4.68586,0
4062,42168,42168,a126,b3467,PowerVocab Word Game,Educational,Trymph Inc.,3.9,Words With Friends: Free Word Game - Fun for All,Word,Zynga Inc.,4.28902,0
4235,43648,43648,a111,b3637,Tap Titans,Role Playing,Game Hive Corporation,4.7,Tap Titans,Adventure,Game Hive Corp.,4.77069,1
109,1443,1443,a1729,b147,Flow Free: Hexes,Puzzle,Big Duck Games LLC,4.6,Flow Free: Hexes,Entertainment,Big Duck Games LLC,4.70858,1
687,7671,7671,a109,b637,Bloons TD Battles,Strategy,ninja kiwi,4.4,Bloons TD Battles,Strategy,Ninja Kiwi,4.66406,1
4274,43965,43965,a1332,b3684,BIG WIN Racing,Sports,Hothead Games,3.9,BIG WIN Basketball,Sports,Hothead Games Inc.,4.09202,0
2535,23821,23821,a1114,b1971,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
999,9116,9116,a633,b915,Sniper Fury: best shooter game,Action,Gameloft,4.2,Sniper Fury: best mobile shooter game fun &amp; free,Arcade,Gameloft,4.41026,0
4283,43974,43974,a1682,b3689,Angry Birds,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Epic RPG,Adventure,Rovio Entertainment Ltd,4.69513,0
2293,19470,19470,a3637,b1812,Fast Car Parking,Simulation,Defne Games,4.2,Parking Games Dino - Real Car Racing &amp; Driving Games Simulator Free,Dice,"Anarchy Arcade Free Games &amp; Apps, LLC",3.33333,0
488,6154,6154,a2809,b508,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Old Vegas Slots: Free Classic Casino Slot Machines,LLC,"DGN Games, LLC",3.28571,0
1341,10542,10542,a1885,b1156,Fast Racing 3D,Racing,Doodle Mobile Ltd.,4.2,3D Parkour Freestyle Action Racing - Top Cool Rockstar Game For Awesome Boys Free,Music,uTappz Mobile Development LLC,4.31529,0
2625,25038,25038,a265,b2035,Word Crack Free,Word,Etermax,4.2,Word Crack Free,Dice,Etermax,4.44031,1
1471,13264,13264,a1133,b1276,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,3D Action Motorcycle Nitro Drag Racing Game By Best Motor Cycle Racer Adventure Games For Boy-s Kid-s &amp; Teen-s Pro,Sports,uTappz Mobile Development LLC,4.35335,0
2592,24406,24406,a1080,b2002,Kids Tap and Color,Educational,Intellijoy Educational Games for Kids,4.5,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
1285,10152,10152,a348,b1112,Asphalt 8: Airborne,Racing,Gameloft,4.5,Asphalt 8: Airborne,Racing,Gameloft,4.59814,1
1559,15101,15101,a147,b1368,Enigmatis - Hidden Object Game,Casual,Big Fish Games,4.3,"Game Finder: Best Hidden Object, Puzzle &amp; Mystery",Inc,"Big Fish Games, Inc",4.38776,0
589,7172,7172,a686,b575,Zombie Defense,Strategy,Home Net Games,4.3,Zombie Tower Shooting Defense Free - by Top Free Games,Top Free Games,Top Free Games,4.69363,0
3868,38994,38994,a3621,b3188,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Christmas Food Fever Cooking Maker Kids Games,Fancy Quiz Games,Fancy Quiz Games,3.82545,0
2126,18654,18654,a1947,b1697,Motorbike Driving Simulator 3D,Racing,Pudlus Games,3.8,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
1157,9593,9593,a2412,b1034,Angry Birds Space,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds POP! - Bubble Shooter,Puzzle,Rovio Entertainment Ltd,4.32645,0
1560,15105,15105,a218,b1368,Hidden Object Mystery Guardian,Adventure,Big Bear Entertainment,4,"Game Finder: Best Hidden Object, Puzzle &amp; Mystery",Inc,"Big Fish Games, Inc",4.38776,0
3716,36831,36831,a109,b3017,Bloons TD Battles,Strategy,ninja kiwi,4.4,Bloons TD 5,Action,Ninja Kiwi,4.5913,0
2041,18100,18100,a394,b1664,Need for Speed Most Wanted,Racing,ELECTRONIC ARTS,3.9,Need for Speed Most Wanted,Racing,Electronic Arts,none,1
2411,21330,21330,a657,b1864,Super Mario Run,Action,"Nintendo Co., Ltd.",3.7,Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE,Action,Combinatrix Ltd,2.63218,0
1052,9335,9335,a2624,b968,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Car Race by Fun Games For Free,Racing,Fun Games For Free,4.60419,0
3666,36591,36591,a2455,b2978,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Infection 2 Bio War Simulation by Fun Games For Free,Strategy,Fun Games For Free,4.60787,0
1174,9664,9664,a1577,b1042,Angry Birds 2,Casual,Rovio Entertainment Ltd.,4.5,Angry Birds Star Wars Free,Arcade,Rovio Entertainment Ltd,3.9294,0
2004,17918,17918,a384,b1654,Need for Speed Hot Pursuit,Racing,ELECTRONIC ARTS,3.3,Need for Speed Hot Pursuit,Racing,Electronic Arts,none,1
2770,27020,27020,a3361,b2097,Hedgehog's Adventures for kids,Educational,Irina Marina,4.3,Memory matches brain trainer matching preschool toddler childrens educational training and match learning games for kids boys and girls for free,Education,Irina Schens,3.84896,0
1436,12831,12831,a785,b1252,FINAL FANTASY V,Role Playing,"SQUARE ENIX Co.,Ltd.",4.5,THEATRHYTHM FINAL FANTASY,Music,SQUARE ENIX INC,2.67232,0
1544,14967,14967,a1639,b1352,The Impossible Game,Arcade,FlukeDude,4.1,The Impossible Game Lite,Music,FlukeDude Ltd,3.57134,0
1225,9869,9869,a1018,b1061,Angry Birds Star Wars,Arcade,Rovio Entertainment Ltd.,4.3,Angry Birds Star Wars II,Action,Rovio Entertainment Ltd,4.42187,0
68,499,499,a3336,b45,Explorium: Space for Kids,Educational,Applied Systems Ltd.,4.4,Christmas Games - Santa Claus Toy Party for kids,Education,Tiltan Games (2013) LTD,139 Ratings,0
2374,20605,20605,a3531,b1839,Kids Preschool Puzzles,Educational,Intellijoy Educational Games for Kids,4.6,Kids Learning Puzzles: Dogs - My Math Educreations Brain Pop Building Blocks,Trivia,Swipea Kids Apps,31 Ratings,0
1867,16613,16613,a396,b1589,TUNING Racing 3D,Racing,Foose Games,3.8,3D Emergency Parking Simulator Game - Real Police Fire-Truck Ambulance Car Driving School Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,3.69369,0
2377,20681,20681,a629,b1844,Phase 10 - Play Your Friends!,Card,Magmic Inc,3.6,Phase 10 Dice Free,Dice,Magmic Inc.,2.10524,0
3363,34729,34729,a1427,b2679,Basketball Showdown 2015,Sports,Naquatic LLC,4.4,Soccer Showdown 2015,Entertainment,Naquatic LLC,4.45687,0
3370,34775,34775,a419,b2682,Monster Truck Racing 3D,Racing,i6 Games,3.7,Quarry Driver Parking Game - Real Mining Monster Truck Car Driving Test Park Sim Racing Games,Play With Games Ltd,Play With Games Ltd,4.30739,0
1122,9504,9504,a1679,b1007,Angry Birds Rio,Arcade,Rovio Entertainment Ltd.,4.4,Angry Birds Friends,Arcade,Rovio Entertainment Ltd,4.47857,0
880,8692,8692,a631,b833,FRONTLINE COMMANDO: D-DAY,Action,Glu,4.5,Frontline Commando: D-Day,Action,Glu Games Inc,25110 Ratings,1
3728,36880,36880,a2284,b3027,Hotel Dash Deluxe,Casual,Glu,3.8,Hotel Dash,Entertainment,Glu Games Inc,3.88624,0
3907,39651,39651,a24,b3231,Word Wall - Association Game,Word,MochiBits,4,4 Words- Free Word Association Game,Education,"MochiBits, LLC",4.42514,0
1905,16883,16883,a393,b1598,Sonic & SEGA All-Stars Racing,Racing,SEGA,3.9,Sonic &amp; SEGA All-Stars Racing,Entertainment,SEGA,4.05836,0
3827,38053,38053,a1504,b3126,Guess The Emoji,Word,"Random Logic Games, LLC",4.4,Guess the Sneakers - Kicks Quiz for Sneakerheads,Inc.,"Tapgang Apps and Games, Inc.",3,0
3812,37801,37801,a1501,b3110,Guess the Word,Word,"Random Logic Games, LLC",4.2,Logo Quiz - Guess the Brand Trivia Free Word Games,Mediaflex Games,Mediaflex Games,3.73,0
2275,19374,19374,a138,b1808,Racing on Bike Free,Racing,Racing Games Android,3.9,Bike Race Free - Top Motorcycle Racing Game,Games,Top Free Games,4.78322,0
76,591,591,a1586,b59,Dots: A Game About Connecting,Casual,"Playdots, Inc.",4.1,Scattergories: A fast-thinking game of categories,Word,Magmic Inc.,4.66667,0
2312,19632,19632,a3583,b1815,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,A Little Crazy Pet Vet Baby Boo Hospital - My virtual fun care dentist doctor nose eye hair nail salon office for plush pets makeover games for kids boys &amp; girls,Games,Tic Toc Pocket Games,3.58621,0
3896,39524,39524,a1515,b3215,Trivia Crack Kingdoms,Trivia,Etermax,4.4,Trivia Crack Kingdoms,Entertainment,Etermax,3.60714,1
3962,40889,40889,a3143,b3329,What am I? - Little Riddles,Word,ThinkCube Inc.,4,What am I? - riddles,Puzzle,ThinkCube Inc.,4.30597,0
2445,22307,22307,a2745,b1904,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey,Casino,"Rocket Speed, Inc.",4.71642,0
3002,30468,30468,a362,b2275,Kids Dinosaur Game Free,Casual,App Family,3.6,Pet Foot Doctor Salon - Games for Kids Free,Educational,App Whisperer LLC,3.57037,0
1699,15925,15925,a250,b1506,LINE: Disney Tsum Tsum,Puzzle,LINE Corporation,4.2,LINE: Disney Tsum Tsum,Action,LINE Corporation,3.5625,1
3710,36764,36764,a1840,b3009,Bubble Hunt - puzzle game,Puzzle,Cross Field Inc.,3.8,Cascade: Free Spin and Match Puzzle Game!,Inc,"Big Fish Games, Inc",4.80089,0
2807,27441,27441,a1738,b2110,Kids Spelling Games,Educational,Penguin Apps,4.1,Preschool &amp; Kindergarten learning kids games free,Educational Books,"Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs",4.66667,0
3490,35441,35441,a1895,b2752,MEGA MOTO RACING 3D,Racing,Foose Games,3.9,3D Plane Flying Parking Simulator Game - Real Airplane Driving Test Run Sim Racing Games,Hybrid Touch Games Limited,Hybrid Touch Games Limited,3.81887,0
4144,42803,42803,a1576,b3553,Angry Birds Go!,Racing,Rovio Entertainment Ltd.,4.2,Angry Birds Fight! RPG Puzzle,Action,Rovio Entertainment Ltd,4.46575,0
9,19,19,a1697,b7,Subway Surfers,Arcade,Kiloo,4.5,Subway Surfers,Action,Kiloo,4.49335,1
2677,25577,25577,a3651,b2054,Braided hair spa salon,Casual,Girl Games - Vasco Games,3.3,Foot Doctor Nail Spa Salon Game for Kids Free,Games,Fancy Quiz Games,3.86364,0
